q_id,question,collection
bnss_2023_329_3_0,Which institution is associated with the director role mentioned in BNSS 329(4)(d) of the section?,collection_new
bnss_2023_329_3_0,BNSS 329(4)(e) includes directors of two types of laboratories. Name these laboratory categories.,collection_new
bnss_2023_329_3_0,"Under BNSS 329(4)(g), who may be designated as an additional government scientific expert, and by what mechanism can such designation occur?",collection_new
bnss_2023_237_1_0,"According to BNSS section 237(2), what must be done to any alteration or addition to the charge?",collection_new
bnss_2023_237_1_0,"Under BNSS section 237(2), who must receive an explanation of any alteration or addition to the charge?",collection_new
bnss_2023_237_1_0,"In the BNSS provision titled ""In every charge words used in describing an offence shall be deemed to have Words in charge,"" what procedural step accompanies any change to the charge?",collection_new
bnss_2023_237_1_0,Which action does BNSS 237(2) require for any modification to the charge before the accused?,collection_new
bnss_2023_237_1_0,What is the specified method for handling alterations or additions to the charge as per BNSS 237(2)?,collection_new
bnss_2023_302_1_0,"Under BNSS Sec. 302(2), when a second-class magistrate issues an order under Sec. 302(1), what prerequisite must be satisfied before it can be forwarded to the prison officer in charge?",collection_new
bnss_2023_302_1_0,"According to BNSS Sec. 302(2), who must countersign the second-class magistrate's order before the prison administrator can act on it?",collection_new
bnss_2023_302_1_0,"In BNSS Sec. 302(2), to which official is the issuing magistrate subordinate, as implied by the countersignature requirement?",collection_new
bnss_2023_302_1_0,What is the practical effect described in BNSS Sec. 302(2) if the order lacks the required countersignature by the Chief Judicial Magistrate?,collection_new
bnss_2023_302_1_0,Which sections and sub-sections of the BNSS govern the control and validation of orders issued by lower-tier magistrates affecting prison procedures?,collection_new
bnss_2023_432_0_0,"According to BNSS CH XXIX, s. 432(1), what must the Appellate Court do if it determines that additional evidence is necessary and what must accompany that action?",collection_new
bnss_2023_432_0_0,"Under BNSS CH XXIX, s. 432(1), who may be directed to take the additional evidence on behalf of the Appellate Court, and how does this differ when the court is a High Court?",collection_new
bnss_2023_432_0_0,"Does BNSS CH XXIX, s. 432(1) allow the Appellate Court to collect the additional evidence itself, and under what condition?",collection_new
bnss_2023_432_0_0,"When the Appellate Court is a High Court, which bodies are empowered to take the further evidence under BNSS CH XXIX, s. 432(1)?",collection_new
bnss_2023_432_0_0,"In BNSS CH XXIX, s. 432(1), what phrase describes the requirement for justifying the order to admit additional evidence, and what outcome does it trigger?",collection_new
bnss_2023_33_2_0,"BNSS 2023, Sec. 33(2)(i): what does the term ""village"" include?",collection_new
bnss_2023_33_2_0,"BNSS 2023, Sec. 33(2)(ii): how is the phrase ""proclaimed offender"" defined when the act occurs outside the Sanhita’s territorial reach?",collection_new
bnss_2023_33_2_0,"BNSS 2023, Sec. 33(2)(ii): what punishments qualify an offence as punishable under the extended territories (ten years or more, life, or death)?",collection_new
bnss_2023_33_2_0,"BNSS 2023, Sec. 33(2)(iii): who is described as an ""officer employed in connection with the affairs of the village""?",collection_new
bnss_2023_33_2_0,BNSS 2023: which chapter and title contain these definitional terms as shown in the chunk?,collection_new
bnss_2023_225_8_0,Who may issue a notification to specially empower any Magistrate to exercise the powers under sub-section (1) in BNSS?,collection_new
bnss_2023_225_8_0,"According to BNSS §225(3), which offences fall within the empowered Magistrate's scope: compoundable offences under section 359, offences punishable by up to three months' imprisonment, or offences punishable by fine or both?",collection_new
bnss_2023_225_8_0,What must the Magistrate conclude about the use of a fine alone to justify applying the empowered powers?,collection_new
bnss_2023_225_8_0,What is the maximum imprisonment term specified for offences covered by this empowerment?,collection_new
bnss_2023_225_8_0,Which section is cited to define 'compoundable' offences in this provision?,collection_new
bnss_2023_427_0_0,"In an appeal from an order of acquittal under Section 427, what options can the Appellate Court exercise such as reversing the order, ordering further inquiry, or directing retrial or trial?",collection_new
bnss_2023_427_0_0,"For an appeal from a conviction under Section 427, what dispositions may the Appellate Court issue, including reversing findings, acquitting, ordering retrial, or altering findings and sentences?",collection_new
bnss_2023_427_0_0,"In an appeal for enhancement of sentence under Section 427, what ranges of action may the Appellate Court take affecting the sentence or the finding?",collection_new
bnss_2023_427_0_0,"In an appeal from any other order under Section 427, what authority does the Appellate Court have to modify or reverse that order?",collection_new
bnss_2023_427_0_0,What incidental or supplementary orders may the Appellate Court grant under Section 427 to ensure the outcome is just or proper?,collection_new
bnss_2023_267_7_0,"Under BNSS §267(6), what happens to the remaining prosecution witnesses after they have given their evidence and undergone cross-examination (and any re-examination)?",collection_new
bnss_2023_267_7_0,"Does BNSS §267(6) permit a re-examination of the remaining prosecution witnesses, and if so, when would it take place?",collection_new
bnss_2023_267_7_0,"Following cross-examination and any re-examination, what is the next action for the remaining prosecution witnesses as specified in BNSS §267(6)?",collection_new
bnss_2023_267_7_0,Is the final step for the remaining prosecution witnesses in BNSS §267(6) their discharge?,collection_new
bnss_2023_267_7_0,Which provision in BNSS covers the treatment and discharge of remaining prosecution witnesses after their evidentiary rounds in a warrant-case?,collection_new
bnss_2023_103_10_0,"Under BNSS, section 103(3), when a notice to a person under sub-section (2) states that some property is held by another person on that person's behalf, what must be done with respect to the other person?",collection_new
bnss_2023_103_10_0,"In BNSS section 103(3), who must be served with a copy of the notice in addition to the original recipient?",collection_new
bnss_2023_103_10_0,"According to BNSS 103(3), what condition necessitates serving the notice on the other person who holds the property?",collection_new
bnss_2023_103_10_0,"In the BNSS framework of 103(3), what is the relationship between the two recipients involved in the notice?",collection_new
bnss_2023_103_10_0,Which part of BNSS dictates that a copy of the notice must be served on the person who holds property on behalf of the recipient when specified?,collection_new
bnss_2023_242_0_0,"Under BNSS 242(1), what time span must offenses of the same kind be within to be eligible for a single trial?",collection_new
bnss_2023_242_0_0,What is the maximum number of such offenses that may be charged and tried in one BNSS 242(1) trial?,collection_new
bnss_2023_242_0_0,Does BNSS 242(1) permit consolidating offenses involving different individuals if the acts are of the same kind and fall within the 12-month window?,collection_new
bnss_2023_242_0_0,"Is it permissible under BNSS 242(1) to bring a single trial for offenses committed by more than one person, provided they are of the same kind?",collection_new
bnss_2023_242_0_0,"If there are five offenses of the same kind within the 12-month period, can all five be charged and tried in a single BNSS 242(1) trial?",collection_new
bnss_2023_494_0_0,"Under BNSS § 494, if the person required to execute a bond is a child, what type of substitute bond may the court or officer accept?",collection_new
bnss_2023_494_0_0,"According to BNSS § 494, who may execute the substitute bond in place of the child's own bond?",collection_new
bnss_2023_494_0_0,Which authority is empowered to accept the substitute bond when the obligor is a minor under BNSS § 494?,collection_new
bnss_2023_494_0_0,"What is the precise section number, and law name that governs the exception for bonds when the obligor is a child in BNSS?",collection_new
bnss_2023_494_0_0,What is the explicit limitation on the source of the substitute bond under BNSS § 494?,collection_new
bnss_2023_119_1_0,"Under BNSS §119(2), what additional action is required when a §119(1) notice states property is held on behalf of a person by another?",collection_new
bnss_2023_119_1_0,"In BNSS §119(2), who must receive a copy of the notice besides the primary recipient?",collection_new
bnss_2023_119_1_0,What relationship between the recipient and the third party is addressed by BNSS §119(2) for service of the notice?,collection_new
bnss_2023_119_1_0,How does BNSS §119(2) modify the notice delivery process when property is held by 'any other person' for the concerned person?,collection_new
bnss_2023_119_1_0,"If the notice under BNSS §119(1) references property held by a third party for the person, what does §119(2) mandate?",collection_new
bnss_2023_523_17_23,What action does Form No. 56 authorize the Civil Jail Superintendent to take against a person who breaches the bond to keep the peace?,collection_new
bnss_2023_523_17_23,What is forfeited to the Government when a breach of the bond to keep the peace is established?,collection_new
bnss_2023_523_17_23,"If the person does not pay the forfeited sum or show cause, what two conditions prevent payment from being enforced and lead to imprisonment?",collection_new
bnss_2023_523_17_23,"What steps must the Superintendent take with the named person and the warrant, and what must be returned after the imprisonment?",collection_new
bnss_2023_523_17_23,"Which section is cited as the authority for this warrant, and what is the form number of the document?",collection_new
bnss_2023_3_1_1,Name the four court authorities enumerated under the Courts section (i–iv) in the BNSS text.,collection_new
bnss_2023_3_1_1,"According to BNSS Sec. 3(1), what must every State be or consist of in relation to sessions divisions?",collection_new
bnss_2023_3_1_1,"For the purposes of the Sanhita, how is a sessions division defined in relation to districts?",collection_new
bnss_2023_3_1_1,Which territorial provision (section and sub-section) in BNSS addresses the arrangement of states into sessions divisions and their relation to districts?,collection_new
bnss_2023_3_1_1,What does the phrase 'for the purposes of this Sanhita' specify about the status of a sessions division with respect to being a district or comprising districts?,collection_new
bnss_2023_18_2_0,BNSS § 18(3): Which government body is tasked with appointing the Public Prosecutor for each district?,collection_new
bnss_2023_18_2_0,"BNSS § 18(3): Besides the Public Prosecutor, what other prosecutorial role may be appointed within a district?",collection_new
bnss_2023_18_2_0,BNSS § 18(3): May a Public Prosecutor appointed for one district also serve as a Public Prosecutor or as an Additional Public Prosecutor in another district?,collection_new
bnss_2023_18_2_0,BNSS § 18(3): Is the appointment of Additional Public Prosecutors for a district mandatory or discretionary?,collection_new
bnss_2023_18_2_0,"BNSS § 18(3): Does the cross-district appointment provision cover both Public Prosecutor and Additional Public Prosecutor positions, and how does it operate?",collection_new
bnss_2023_273_2_0,"In BNSS, who has the authority to issue an imprisonment-for-default order related to compensation payment under sub-section (2)?",collection_new
bnss_2023_273_2_0,"According to BNSS Sec. 273(3), what type of imprisonment may be imposed if the compensation remains unpaid?",collection_new
bnss_2023_273_2_0,What is the maximum duration of imprisonment allowed for non-payment of the compensation under sub-section (3)?,collection_new
bnss_2023_273_2_0,"The possibility of imprisonment arises when a person fails to do what, as directed by the order under sub-section (2)?",collection_new
bnss_2023_273_2_0,Under which sub-section is the initial order that directs payment of the compensation issued?,collection_new
bnss_2023_217_6_0,"Under BNSS §217(4), during the period of a Proclamation under Article 356(1), which persons’ alleged offences are barred from court cognizance unless the Central Government grants prior sanction?",collection_new
bnss_2023_217_6_0,Who must grant the prior sanction for cognizance under BNSS §217(4)?,collection_new
bnss_2023_217_6_0,What is the legal relationship between BNSS §217(4) and BNSS §217(3) as stated in the text?,collection_new
bnss_2023_217_6_0,What is the scope of offences covered by BNSS §217(4) in terms of the actors and duty affected?,collection_new
bnss_2023_217_6_0,Which constitutional provision and clause are cited as the basis for the Proclamation that activates the sanction requirement in BNSS §217(4)?,collection_new
bnss_2023_184_8_0,"Under BNSS Sec. 184(3), what action must a supervising officer take if he cannot conduct the search personally and no other competent person is available?",collection_new
bnss_2023_184_8_0,"Before directing a subordinate to conduct the search, what documentation requirement must the supervising officer satisfy according to BNSS Sec. 184(3)?",collection_new
bnss_2023_184_8_0,What specifics must the written order given to the subordinate contain under BNSS Sec. 184(3)?,collection_new
bnss_2023_184_8_0,"Once the written order is issued, what authority does the subordinate officer receive to search, as described in BNSS Sec. 184(3)?",collection_new
bnss_2023_184_8_0,"In BNSS Sec. 184(3), how should the scope of the search be described in the order, particularly regarding the location and the object of the search?",collection_new
bnss_2023_88_0_0,"According to BNSS §88(1), what event must occur for the Court to issue an order regarding the property?",collection_new
bnss_2023_88_0_0,What specific remedy does BNSS §88(1) require the Court to grant when the event occurs?,collection_new
bnss_2023_88_0_0,Which authority issues the order in BNSS §88(1)?,collection_new
bnss_2023_88_0_0,How is this provision identified in the BNSS (section number and law name)?,collection_new
bnss_2023_88_0_0,"What is the exact action the Court is ordered to take with respect to the property once the condition is met, as described in BNSS §88(1)?",collection_new
bnss_2023_10_11_0,"According to the BNSS text in chunk bnss_2023_10_11_0, which entity may delegate its powers under sub-section (4)?",collection_new
bnss_2023_10_11_0,What type of order may be used to delegate powers under sub-section (4) as per the BNSS chunk?,collection_new
bnss_2023_10_11_0,What condition about control or directions accompanies the delegation in the BNSS provision?,collection_new
bnss_2023_10_11_0,The delegation of powers is described as occurring under which sub-section in the BNSS text?,collection_new
bnss_2023_10_11_0,To which official is the delegated power transferred in the BNSS chunk?,collection_new
bnss_2023_219_1_0,"In BNSS 2023, section 219(2) ties aggrieved status to offences under which section?",collection_new
bnss_2023_219_1_0,"As per BNSS 2023 section 219(2), who is the only person deemed aggrieved by offences under section 84?",collection_new
bnss_2023_219_1_0,Which statute and year are implicated in defining aggrieved status for offences under section 84 in section 219(2)?,collection_new
bnss_2023_219_1_0,"The phrase ""for the purposes of sub-section (1)"" in section 219(2) suggests this provision interacts with which sub-section?",collection_new
bnss_2023_219_1_0,Do BNSS 2023 section 219(2) allow any person besides the husband of the woman to be aggrieved by section 84 offences?,collection_new
bnss_2023_472_3_0,"BNSS CHAPTER XXIX, Sec. 472(1): which authority must seek the State Government's comments on a mercy petition?",collection_new
bnss_2023_472_3_0,"Under BNSS CHAPTER XXIX, Sec. 472(1), what must the Central Government consider along with the mercy petition before making recommendations to the President?",collection_new
bnss_2023_472_3_0,What action does the Central Government take after reviewing the mercy petition and case records according to Sec. 472(1)?,collection_new
bnss_2023_472_3_0,What is the deadline for the Central Government to make recommendations to the President after receiving the State Government's comments and jail records?,collection_new
bnss_2023_472_3_0,From which office must the Central Government obtain the case records to accompany the mercy petition?,collection_new
bnss_2023_273_0_0,"Under BNSS 273(1), after a Magistrate discharges or acquits the accused and determines there was no reasonable ground for the accusation, what action may he take against the complainant regarding compensation?",collection_new
bnss_2023_273_0_0,"In BNSS 273(1), who must the Magistrate call upon to show cause for payment of compensation when the complainant is present?",collection_new
bnss_2023_273_0_0,"According to BNSS 273(1), what happens if the complainant is not present when the Magistrate intends to require compensation?",collection_new
bnss_2023_273_0_0,What formal instrument does the Magistrate use to initiate compensation proceedings under BNSS 273(1)?,collection_new
bnss_2023_273_0_0,"In BNSS 273(1), if there are multiple accused, to whom may the compensation be paid as the case may be?",collection_new
bnss_2023_88_2_2,"Under BNSS 88(1), what must the summoned person do regarding the document or thing?",collection_new
bnss_2023_88_2_2,"In BNSS 88(1), what forms may the written order take?",collection_new
bnss_2023_88_2_2,"In BNSS 88(1), who is the person that the order targets?",collection_new
bnss_2023_88_2_2,"Under BNSS 88(1), at what time and place is compliance required?",collection_new
bnss_2023_88_2_2,Who is authorized to issue the written order under BNSS 88(1)?,collection_new
bnss_2023_199_0_0,"According to BNSS section 199, what two elements make an act an offense capable of inquiry or trial?",collection_new
bnss_2023_199_0_0,"Under BNSS section 199, which locality can try the offense: where the act was done or where the consequence ensued?",collection_new
bnss_2023_199_0_0,"In BNSS section 199, what is the relationship between the act and its ensuing consequence that affects jurisdiction?",collection_new
bnss_2023_199_0_0,How is the phrase within triable used in BNSS section 199 to indicate the court's jurisdiction?,collection_new
bnss_2023_199_0_0,What is required for the offense to be triable in the local jurisdiction according to BNSS section 199?,collection_new
bnss_2023_190_9_0,"Under BNSS §190(4), when must the report be submitted through the superior officer appointed under §177?",collection_new
bnss_2023_190_9_0,"In BNSS §190(4), what authority does the superior officer have regarding directing further investigation, and what condition applies to this directive?",collection_new
bnss_2023_190_9_0,What action by the State Government triggers the submission of the report through the designated superior officer under BNSS §190(4)?,collection_new
bnss_2023_190_9_0,"In BNSS §190(4), to whom is the superior officer's directive to investigate addressed, and who issues the directive?",collection_new
bnss_2023_190_9_0,Which provisions are cited to establish the appointment and submission pathway in BNSS §190(4)?,collection_new
bnss_2023_129_2_0,"Under BNSS §129, when may the Magistrate require a person to execute a bond before the inquiry ends, and what must be recorded in writing?",collection_new
bnss_2023_129_2_0,"If an order under BNSS §129 is made before the inquiry concludes, what are the two events that may end the detention of the person?",collection_new
bnss_2023_129_2_0,"According to BNSS §129(a), which individuals may not be directed to execute a bond for maintaining good behaviour?",collection_new
bnss_2023_129_2_0,BNSS §129(b) states that bond conditions shall not be more onerous than those in the §130 order. Which elements of the bond are covered by this limitation?,collection_new
bnss_2023_129_2_0,What do the provisos under BNSS §129 specify about (a) who may be directed to execute a bond and (b) the comparability of bond conditions to the §130 order?,collection_new
bnss_2023_58_0_0,"Under BNSS §58, what is the maximum time a police officer may detain a person arrested without a warrant before requiring a Magistrate's order, and what portion of time is excluded from this limit?",collection_new
bnss_2023_58_0_0,What condition allows detention beyond the 24-hour limit in BNSS §58?,collection_new
bnss_2023_58_0_0,"In BNSS §58, is the journey time from the arrest site to the Magistrate's Court included in the 24-hour detention limit or excluded from it?",collection_new
bnss_2023_58_0_0,Does BNSS §58 differentiate the 24-hour limit based on whether the Magistrate's Court has jurisdiction to hear the case?,collection_new
bnss_2023_58_0_0,Who is prohibited from detaining a person arrested without warrant for longer than the 24-hour limit under BNSS §58?,collection_new
bnss_2023_356_9_1,Which BNSS subsection covers cheating by personation (the offender deceives the victim by impersonation)?,collection_new
bnss_2023_356_9_1,What is the section number for fraudulent execution of a deed of transfer containing a false statement of consideration?,collection_new
bnss_2023_356_9_1,Which subsection addresses mischief by killing or maiming an animal?,collection_new
bnss_2023_356_9_1,Which subsection covers dishonestly receiving stolen property knowing it is stolen?,collection_new
bnss_2023_356_9_1,"Which subsection pertains to criminal breach of trust by a carrier, wharfinger, etc.?",collection_new
bnss_2023_396_9_0,"Under which courts may an order releasing a person on probation before the sentence be issued, as described in Section 396?",collection_new
bnss_2023_396_9_0,What is the age limit mentioned for individuals who may be considered for probation release?,collection_new
bnss_2023_396_9_0,What conditions on the sentence and the offender allow for probation release instead of immediate punishment?,collection_new
bnss_2023_396_9_0,"What obligations must an offender undertake while on probation, according to the bond terms described?",collection_new
bnss_2023_396_9_0,What step must a Magistrate of the second class take if he believes the powers under this section should be exercised for a first offender?,collection_new
bnss_2023_102_0_0,"Under BNSS section 102, which provisions (by section numbers) are stated to apply to all search-warrants issued under sections 96, 97, 98 or 100?",collection_new
bnss_2023_102_0_0,BNSS section 102 extends these provisions to search-warrants issued under which four sections?,collection_new
bnss_2023_102_0_0,"What qualifier does section 102 use to limit the applicability of sections 32, 72, 74, 76, 79, 80 and 81?",collection_new
bnss_2023_102_0_0,What is the section number of this BNSS excerpt?,collection_new
bnss_2023_102_0_0,What is the law name or abbreviation associated with this chunk as indicated in the metadata?,collection_new
bnss_2023_338_1_0,"According to BNSS §338(2), when a private person instructs his advocate to prosecute, who shall conduct the prosecution and whose directions must the instructed advocate follow?",collection_new
bnss_2023_338_1_0,"In BNSS §338(2), what may the instructed advocate do after the evidence is closed, and what condition must be met for this to happen?",collection_new
bnss_2023_338_1_0,BNSS §338(1) allows certain officials to conduct prosecution without magistrate's permission; name the four categories of officials who may do so.,collection_new
bnss_2023_338_1_0,What restriction does BNSS §338(1) place on a police officer who has taken part in the investigation regarding conducting the prosecution?,collection_new
bnss_2023_338_1_0,"Under BNSS §338(1), what is the minimum rank of a police officer who may conduct the prosecution, i.e., not be below this rank?",collection_new
bnss_2023_487_7_0,"Under BNSS Chapter XXIX, §487, if a person who furnished security under Sections 125, 136, or 401 is convicted of an offence that breaches the conditions of his bond or a bond executed in lieu under Section 494, what document may be used as evidence against his surety?",collection_new
bnss_2023_487_7_0,"In proceedings under §487, whose liability is the certified copy of the judgment used to evidence?",collection_new
bnss_2023_487_7_0,"If the certified copy of the judgment is used under §487, what presumption does the Court apply about the offender?",collection_new
bnss_2023_487_7_0,What must be proven to overcome the presumption created by the Court under §487?,collection_new
bnss_2023_487_7_0,The presumption under §487 arises when the offender breaches which two kinds of bonds?,collection_new
bnss_2023_82_1_0,"Under BNSS §82(2), who must receive the arrest information and the custody location after an arrest under §82(1)?",collection_new
bnss_2023_82_1_0,What two items must the arresting officer report forthwith under BNSS §82(2)?,collection_new
bnss_2023_82_1_0,BNSS §82(2) requires notifying an officer in another district; which officer is this and what condition triggers the notification?,collection_new
bnss_2023_82_1_0,How is the 'another district' defined for notification under BNSS §82(2)?,collection_new
bnss_2023_82_1_0,What timing qualifier is used in BNSS §82(2) to mandate immediate reporting?,collection_new
bnss_2023_180_4_0,Who is prohibited from preventing a person from making a voluntary statement during an investigation under this Chapter?,collection_new
bnss_2023_180_4_0,The prohibition in sub-section (2) does not affect which sub-section of section 183?,collection_new
bnss_2023_180_4_0,"Under BNSS section 183(1), who is empowered to record a confession or statement, and can this be done even if the magistrate lacks jurisdiction in the case?",collection_new
bnss_2023_180_4_0,"Besides oral recording, what additional method is authorized for recording confessions under section 183(1), and whose presence is required during this recording?",collection_new
bnss_2023_180_4_0,What restriction applies to police officers who have been vested with magistrate powers regarding recording confessions?,collection_new
bnss_2023_523_17_6,"What is Form No. 39 called, and which section is it associated with in this excerpt?",collection_new
bnss_2023_523_17_6,"To which official is the warrant addressed, and where should the offender be brought for testimony?",collection_new
bnss_2023_523_17_6,What identifying details and offense are specified to accompany the offender before the Court?,collection_new
bnss_2023_523_17_6,"After the Court dispenses with the offender's attendance, how should the offender be transported back to prison?",collection_new
bnss_2023_523_17_6,What must the Court do with the contents of the order and what copy must be given to the offender?,collection_new
bnss_2023_174_4_0,What is prohibited by BNSS §174(2) regarding challenging a police officer's proceedings?,collection_new
bnss_2023_174_4_0,"According to BNSS §174(2), at what stage of the proceedings may such challenges not be raised?",collection_new
bnss_2023_174_4_0,Which ground is barred by BNSS §174(2) when contesting the officer’s handling of a case?,collection_new
bnss_2023_174_4_0,"In BNSS §174(2), what does the phrase ""any such case"" imply about the officer's investigative powers under the section?",collection_new
bnss_2023_174_4_0,"In BNSS §174(2), what does the term ""this section"" refer to in relation to empowering the officer to investigate?",collection_new
bnss_2023_15_0_0,"Under BNSS §15, who may be appointed as a Special Executive Magistrate?",collection_new
bnss_2023_15_0_0,What is the minimum rank a police officer must hold to be eligible for appointment as a Special Executive Magistrate under BNSS §15?,collection_new
bnss_2023_15_0_0,What is the official title assigned to people appointed under BNSS §15 for magistrate-related duties?,collection_new
bnss_2023_15_0_0,For what purposes or areas may BNSS §15 appoint Special Executive Magistrates?,collection_new
bnss_2023_15_0_0,Who determines the term of office for an Executive Special Magistrate under BNSS §15?,collection_new
bnss_2023_504_0_0,"Under BNSS CHAPTER XXIX, section 504(1), what two conditions must be met before a Magistrate can order disposal of the property to the State Government?",collection_new
bnss_2023_504_0_0,"Once those conditions are met, what power does the Magistrate's order grant regarding the property?",collection_new
bnss_2023_504_0_0,"Who is authorized to sell the property after the Magistrate's disposal directive, and what entity gains disposal control?",collection_new
bnss_2023_504_0_0,How are the proceeds from the sale to be treated according to BNSS 504(1)?,collection_new
bnss_2023_504_0_0,Which body provides the rules that govern the handling of the sale proceeds in BNSS 504(1)?,collection_new
bnss_2023_364_1_0,"Under BNSS §364(2), when more than one accused are being tried together and the Magistrate determines it is necessary to proceed under sub-section (1), what specific action must he take regarding the accused he considers guilty?",collection_new
bnss_2023_364_1_0,"According to BNSS §364(2), which official must receive the accused individuals the Magistrate deems guilty?",collection_new
bnss_2023_364_1_0,Does the directive in BNSS §364(2) apply to all co-accused or only those the Magistrate personally regards as guilty?,collection_new
bnss_2023_364_1_0,What condition ties the action described in BNSS§364(2) to sub-section (1) of the same section?,collection_new
bnss_2023_364_1_0,"In the BNSS framework described, which official is designated to receive the forwarded guilty accused under BNSS §364(2)?",collection_new
bnss_2023_42_1_0,"BNSS, section 42(2): What action does the State Government take regarding sub-section (1) for a specified class of Force personnel, and what substitution does it permit in that sub-section?",collection_new
bnss_2023_42_1_0,"BNSS, section 42(2): The text mentions applicability to force members 'wherever they may be serving'. What does this imply about the territorial or service scope of the extended sub-section?",collection_new
bnss_2023_42_1_0,"In applying the sub-section under BNSS 42(2), which term is substituted for 'Central Government' within the affected provision?",collection_new
bnss_2023_42_1_0,"BNSS arrest provision: What is the default method required to effect an arrest, and under which condition is touching avoided due to submission to custody by word or action?",collection_new
bnss_2023_42_1_0,"BNSS arrest of a woman: What presumption is made about the woman's submission to custody, and when may the arresting officer still touch her despite that presumption?",collection_new
bnss_2023_51_8_0,"Under BNSS §51(3), which officials are responsible for furnishing the copy of the examination report?",collection_new
bnss_2023_51_8_0,Who is eligible to receive the copy of the examination report under BNSS §51(3)?,collection_new
bnss_2023_51_8_0,The obligation to furnish the report copy applies when the examination is conducted under which sub-section?,collection_new
bnss_2023_51_8_0,What document must be provided to the arrested person or their nominee under BNSS §51(3)?,collection_new
bnss_2023_51_8_0,What section number is referenced for this provision within the BNSS text?,collection_new
bnss_2023_523_4_58,"Which section is cited in the Proclamation as the basis for requiring appearance of an accused under the Bharatiya Nyaya Sanhita, 2023?",collection_new
bnss_2023_523_4_58,"What identifying details about the accused must be stated in Proclamation Form No. 5 (name, description, and address)?",collection_new
bnss_2023_523_4_58,What conditions trigger the issuance of Proclamation Form No. 5 after a complaint is made and a warrant of arrest issued?,collection_new
bnss_2023_523_4_58,Where and before whom must the accused appear as specified in Proclamation Form No. 5?,collection_new
bnss_2023_523_4_58,What two formal elements must accompany the Proclamation Form No. 5 at the bottom?,collection_new
bnss_2023_83_8_0,"Under BNSS, section 83(1), which official is designated to carry out the attachment when the property involved is land paying revenue to the State Government?",collection_new
bnss_2023_83_8_0,"For immovable property not involving land that pays revenue to the State Government, name the four attachment methods listed in BNSS §83(1).",collection_new
bnss_2023_83_8_0,"In BNSS §83(1), which option allows the court to issue a written order prohibiting rent payments, and who is the prohibition directed at?",collection_new
bnss_2023_83_8_0,"In BNSS §83(1)(d), how many of the listed attachment methods may the Court apply, and who determines the chosen combination?",collection_new
bnss_2023_83_8_0,What is the contrasting mechanism prescribed in BNSS §83(1) for attaching land paying revenue to the State Government versus other cases?,collection_new
bnss_2023_478_2_0,"According to BNSS Sec. 478(2), if a person has investigations, inquiries, or trials in more than one offence or in multiple cases pending, what must the Court refrain from doing?",collection_new
bnss_2023_478_2_0,"In Sec. 478(2), what is the effect of the clause ""Notwithstanding anything in sub-section (1)"" on bail decisions for those with multiple pending matters?",collection_new
bnss_2023_478_2_0,"What is the purpose of referencing the ""third proviso"" in Sec. 478(2) with respect to bail for individuals facing more than one pending matter?",collection_new
bnss_2023_478_2_0,Which categories of formal proceedings are cited in Sec. 478(2) as scenarios for denying bail?,collection_new
bnss_2023_478_2_0,Which body has the authority to deny bail under Sec. 478(2) when there are multiple offences or multiple cases pending?,collection_new
bnss_2023_497_10_0,"Under BNSS Chapter XXIX, section 497(1), what event initiates the procedure described in that subsection?",collection_new
bnss_2023_497_10_0,BNSS 497 states that certain courts may exercise the powers referred to in sub-section (2). Which courts are named?,collection_new
bnss_2023_497_10_0,"What action may the Court undertake regarding the material connected with a conviction under BNSS sections 294, 295, or sub-sections (3) and (4) of libellous and section 356, as stated in the Destruction of 501 provision?",collection_new
bnss_2023_497_10_0,Which law and year are cited in the destruction provision of BNSS?,collection_new
bnss_2023_497_10_0,What official publication is indicated by the garbled header associated with this BNSS chunk?,collection_new
bnss_2023_180_9_0,"Identify the enumerated sections of the Bharatiya Nyaya Sanhita, 2023, whose offences trigger the Magistrate's duty to record a statement under BNSS 2023 s. 180(1)(a).",collection_new
bnss_2023_180_9_0,"According to BNSS 2023 s. 180(1)(a), what is the preferred gender of the Magistrate recording a statement, and what is the fallback if the preferred gender is unavailable?",collection_new
bnss_2023_180_9_0,"In serious offences (punishable by ten years or more, life, or death), whose statement must the Magistrate record, and from whom is that witness to be produced? (BNSS 2023 s. 180(1)(a))",collection_new
bnss_2023_180_9_0,"What accommodations are specified for persons who are temporarily or permanently mentally or physically disabled when recording a statement under BNSS 2023 s. 180(1)(a), including any audio-video recording requirements?",collection_new
bnss_2023_180_9_0,"Under BNSS 2023 s. 180(1)(b), how is a statement recorded under (a) treated for examination-in-chief and cross-examination, and which statute and section governs these cross-examination rights?",collection_new
bnss_2023_463_2_0,"Under BNSS CH XXIX §463(2), if the new term is more severe in kind than the sentence the convict was serving at the time of escape, when does the new sentence take effect?",collection_new
bnss_2023_463_2_0,"Under BNSS CH XXIX §463(2), if the new term is not severer in kind than the old sentence, the new sentence takes effect after the convict has served an additional period equal to what?",collection_new
bnss_2023_463_2_0,What does the phrase 'severer in kind' refer to in BNSS CH XXIX §463(2)?,collection_new
bnss_2023_463_2_0,"In BNSS CH XXIX §463(2)(b), how is the length of the required additional period calculated?",collection_new
bnss_2023_463_2_0,Who is the subject of this provision and under what statute or instrument is the sentence imposed?,collection_new
bnss_2023_42_4_0,"Under BNSS section 42(4), which individuals are stated to be barred from having the right to cause someone's death?",collection_new
